time,open,high,low,close,volume
1567900800000,43.0,43.0,43.0,43.0,0
1567987200000,41.0,41.0,41.0,41.0,0
1568073600000,41.0,41.0,41.0,41.0,0
1568160000000,38.0,38.0,38.0,38.0,0
1568246400000,39.0,39.0,39.0,39.0,0
1568332800000,38.0,38.0,38.0,38.0,0
1568419200000,39.0,39.0,39.0,39.0,0
1568505600000,38.0,38.0,38.0,38.0,0
1568592000000,38.0,38.0,38.0,38.0,0
1568678400000,41.0,41.0,41.0,41.0,0
1568764800000,38.0,38.0,38.0,38.0,0
1568851200000,31.0,31.0,31.0,31.0,0
1568937600000,41.0,41.0,41.0,41.0,0
1569024000000,37.0,37.0,37.0,37.0,0
1569110400000,37.0,37.0,37.0,37.0,0
1569196800000,41.0,41.0,41.0,41.0,0
1569283200000,39.0,39.0,39.0,39.0,0
1569369600000,15.0,15.0,15.0,15.0,0
1569456000000,12.0,12.0,12.0,12.0,0
1569542400000,24.0,24.0,24.0,24.0,0
1569628800000,32.0,32.0,32.0,32.0,0
1569715200000,33.0,33.0,33.0,33.0,0
1569801600000,27.0,27.0,27.0,27.0,0
1569888000000,38.0,38.0,38.0,38.0,0
1569974400000,39.0,39.0,39.0,39.0,0
1570060800000,37.0,37.0,37.0,37.0,0
1570147200000,30.0,30.0,30.0,30.0,0
1570233600000,31.0,31.0,31.0,31.0,0
1570320000000,32.0,32.0,32.0,32.0,0
1570406400000,27.0,27.0,27.0,27.0,0
1570492800000,39.0,39.0,39.0,39.0,0
1570579200000,37.0,37.0,37.0,37.0,0
1570665600000,41.0,41.0,41.0,41.0,0
1570752000000,39.0,39.0,39.0,39.0,0
1570838400000,38.0,38.0,38.0,38.0,0
1570924800000,38.0,38.0,38.0,38.0,0
1571011200000,37.0,37.0,37.0,37.0,0
1571097600000,39.0,39.0,39.0,39.0,0
1571184000000,40.0,40.0,40.0,40.0,0
1571270400000,40.0,40.0,40.0,40.0,0
1571356800000,40.0,40.0,40.0,40.0,0
1571443200000,41.0,41.0,41.0,41.0,0
1571529600000,37.0,37.0,37.0,37.0,0
1571616000000,37.0,37.0,37.0,37.0,0
1571702400000,39.0,39.0,39.0,39.0,0
1571788800000,33.0,33.0,33.0,33.0,0
1571875200000,20.0,20.0,20.0,20.0,0
1571961600000,24.0,24.0,24.0,24.0,0
1572048000000,53.0,53.0,53.0,53.0,0
1572134400000,50.0,50.0,50.0,50.0,0
1572220800000,52.0,52.0,52.0,52.0,0
1572307200000,54.0,54.0,54.0,54.0,0
1572393600000,53.0,53.0,53.0,53.0,0
1572480000000,50.0,50.0,50.0,50.0,0
1572566400000,49.0,49.0,49.0,49.0,0
1572652800000,51.0,51.0,51.0,51.0,0
1572739200000,56.0,56.0,56.0,56.0,0
1572825600000,49.0,49.0,49.0,49.0,0
1572912000000,54.0,54.0,54.0,54.0,0
1572998400000,53.0,53.0,53.0,53.0,0
1573084800000,54.0,54.0,54.0,54.0,0
1573171200000,42.0,42.0,42.0,42.0,0
1573257600000,38.0,38.0,38.0,38.0,0
1573344000000,39.0,39.0,39.0,39.0,0
1573430400000,40.0,40.0,40.0,40.0,0
1573516800000,39.0,39.0,39.0,39.0,0
1573603200000,38.0,38.0,38.0,38.0,0
1573689600000,41.0,41.0,41.0,41.0,0
1573776000000,38.0,38.0,38.0,38.0,0
1573862400000,41.0,41.0,41.0,41.0,0
1573948800000,38.0,38.0,38.0,38.0,0
1574035200000,38.0,38.0,38.0,38.0,0
1574121600000,32.0,32.0,32.0,32.0,0
1574208000000,32.0,32.0,32.0,32.0,0
1574294400000,30.0,30.0,30.0,30.0,0
1574380800000,20.0,20.0,20.0,20.0,0
1574467200000,23.0,23.0,23.0,23.0,0
1574553600000,21.0,21.0,21.0,21.0,0
1574640000000,17.0,17.0,17.0,17.0,0
1574726400000,21.0,21.0,21.0,21.0,0
1574812800000,20.0,20.0,20.0,20.0,0
1574899200000,32.0,32.0,32.0,32.0,0
1574985600000,31.0,31.0,31.0,31.0,0
1575072000000,38.0,38.0,38.0,38.0,0
1575158400000,25.0,25.0,25.0,25.0,0
1575244800000,28.0,28.0,28.0,28.0,0
1575331200000,28.0,28.0,28.0,28.0,0
1575417600000,24.0,24.0,24.0,24.0,0
1575504000000,21.0,21.0,21.0,21.0,0
1575590400000,29.0,29.0,29.0,29.0,0
1575676800000,32.0,32.0,32.0,32.0,0
1575763200000,28.0,28.0,28.0,28.0,0
1575849600000,32.0,32.0,32.0,32.0,0
1575936000000,26.0,26.0,26.0,26.0,0
1576022400000,20.0,20.0,20.0,20.0,0
1576108800000,23.0,23.0,23.0,23.0,0
1576195200000,22.0,22.0,22.0,22.0,0
1576281600000,27.0,27.0,27.0,27.0,0
1576368000000,21.0,21.0,21.0,21.0,0
1576454400000,24.0,24.0,24.0,24.0,0
1576540800000,23.0,23.0,23.0,23.0,0
1576627200000,15.0,15.0,15.0,15.0,0
1576713600000,21.0,21.0,21.0,21.0,0
1576800000000,23.0,23.0,23.0,23.0,0
1576886400000,23.0,23.0,23.0,23.0,0
1576972800000,20.0,20.0,20.0,20.0,0
1577059200000,33.0,33.0,33.0,33.0,0
1577145600000,25.0,25.0,25.0,25.0,0
1577232000000,22.0,22.0,22.0,22.0,0
1577318400000,39.0,39.0,39.0,39.0,0
1577404800000,38.0,38.0,38.0,38.0,0
1577491200000,37.0,37.0,37.0,37.0,0
1577577600000,37.0,37.0,37.0,37.0,0
1577664000000,40.0,40.0,40.0,40.0,0
1577750400000,38.0,38.0,38.0,38.0,0
1577836800000,37.0,37.0,37.0,37.0,0
1577923200000,39.0,39.0,39.0,39.0,0
1578009600000,38.0,38.0,38.0,38.0,0
1578096000000,38.0,38.0,38.0,38.0,0
1578182400000,39.0,39.0,39.0,39.0,0
1578268800000,41.0,41.0,41.0,41.0,0
1578355200000,40.0,40.0,40.0,40.0,0
1578441600000,51.0,51.0,51.0,51.0,0
1578528000000,44.0,44.0,44.0,44.0,0
1578614400000,41.0,41.0,41.0,41.0,0
1578700800000,50.0,50.0,50.0,50.0,0
1578787200000,45.0,45.0,45.0,45.0,0
1578873600000,49.0,49.0,49.0,49.0,0
1578960000000,56.0,56.0,56.0,56.0,0
1579046400000,54.0,54.0,54.0,54.0,0
1579132800000,55.0,55.0,55.0,55.0,0
1579219200000,54.0,54.0,54.0,54.0,0
1579305600000,51.0,51.0,51.0,51.0,0
1579392000000,53.0,53.0,53.0,53.0,0
1579478400000,48.0,48.0,48.0,48.0,0
1579564800000,49.0,49.0,49.0,49.0,0
1579651200000,52.0,52.0,52.0,52.0,0
1579737600000,49.0,49.0,49.0,49.0,0
1579824000000,40.0,40.0,40.0,40.0,0
1579910400000,41.0,41.0,41.0,41.0,0
1579996800000,42.0,42.0,42.0,42.0,0
1580083200000,50.0,50.0,50.0,50.0,0
1580169600000,54.0,54.0,54.0,54.0,0
1580256000000,57.0,57.0,57.0,57.0,0
1580342400000,57.0,57.0,57.0,57.0,0
1580428800000,55.0,55.0,55.0,55.0,0
1580515200000,57.0,57.0,57.0,57.0,0
1580601600000,57.0,57.0,57.0,57.0,0
1580688000000,59.0,59.0,59.0,59.0,0
1580774400000,56.0,56.0,56.0,56.0,0
1580860800000,53.0,53.0,53.0,53.0,0
1580947200000,61.0,61.0,61.0,61.0,0
1581033600000,56.0,56.0,56.0,56.0,0
1581120000000,56.0,56.0,56.0,56.0,0
1581206400000,56.0,56.0,56.0,56.0,0
1581292800000,57.0,57.0,57.0,57.0,0
1581379200000,52.0,52.0,52.0,52.0,0
1581465600000,61.0,61.0,61.0,61.0,0
1581552000000,65.0,65.0,65.0,65.0,0
1581638400000,63.0,63.0,63.0,63.0,0
1581724800000,64.0,64.0,64.0,64.0,0
1581811200000,59.0,59.0,59.0,59.0,0
1581897600000,49.0,49.0,49.0,49.0,0
1581984000000,53.0,53.0,53.0,53.0,0
1582070400000,50.0,50.0,50.0,50.0,0
1582156800000,44.0,44.0,44.0,44.0,0
1582243200000,44.0,44.0,44.0,44.0,0
1582329600000,43.0,43.0,43.0,43.0,0
1582416000000,46.0,46.0,46.0,46.0,0
1582502400000,46.0,46.0,46.0,46.0,0
1582588800000,44.0,44.0,44.0,44.0,0
1582675200000,41.0,41.0,41.0,41.0,0
1582761600000,39.0,39.0,39.0,39.0,0
1582848000000,40.0,40.0,40.0,40.0,0
1582934400000,38.0,38.0,38.0,38.0,0
1583020800000,39.0,39.0,39.0,39.0,0
1583107200000,38.0,38.0,38.0,38.0,0
1583193600000,38.0,38.0,38.0,38.0,0
1583280000000,40.0,40.0,40.0,40.0,0
1583366400000,41.0,41.0,41.0,41.0,0
1583452800000,39.0,39.0,39.0,39.0,0
1583539200000,38.0,38.0,38.0,38.0,0
1583625600000,33.0,33.0,33.0,33.0,0
1583712000000,17.0,17.0,17.0,17.0,0
1583798400000,16.0,16.0,16.0,16.0,0
1583884800000,17.0,17.0,17.0,17.0,0
1583971200000,14.0,14.0,14.0,14.0,0
1584057600000,10.0,10.0,10.0,10.0,0
1584144000000,8.0,8.0,8.0,8.0,0
1584230400000,12.0,12.0,12.0,12.0,0
1584316800000,9.0,9.0,9.0,9.0,0
1584403200000,8.0,8.0,8.0,8.0,0
1584489600000,11.0,11.0,11.0,11.0,0
1584576000000,12.0,12.0,12.0,12.0,0
1584662400000,9.0,9.0,9.0,9.0,0
1584748800000,9.0,9.0,9.0,9.0,0
1584835200000,11.0,11.0,11.0,11.0,0
1584921600000,10.0,10.0,10.0,10.0,0
1585008000000,12.0,12.0,12.0,12.0,0
1585094400000,13.0,13.0,13.0,13.0,0
1585180800000,14.0,14.0,14.0,14.0,0
1585267200000,12.0,12.0,12.0,12.0,0
1585353600000,8.0,8.0,8.0,8.0,0
1585440000000,12.0,12.0,12.0,12.0,0
1585526400000,10.0,10.0,10.0,10.0,0
1585612800000,12.0,12.0,12.0,12.0,0
1585699200000,12.0,12.0,12.0,12.0,0
1585785600000,14.0,14.0,14.0,14.0,0
1585872000000,14.0,14.0,14.0,14.0,0
1585958400000,12.0,12.0,12.0,12.0,0
1586044800000,12.0,12.0,12.0,12.0,0
1586131200000,12.0,12.0,12.0,12.0,0
1586217600000,20.0,20.0,20.0,20.0,0
1586304000000,21.0,21.0,21.0,21.0,0
1586390400000,22.0,22.0,22.0,22.0,0
1586476800000,15.0,15.0,15.0,15.0,0
1586563200000,15.0,15.0,15.0,15.0,0
1586649600000,10.0,10.0,10.0,10.0,0
1586736000000,11.0,11.0,11.0,11.0,0
1586822400000,15.0,15.0,15.0,15.0,0
1586908800000,18.0,18.0,18.0,18.0,0
1586995200000,13.0,13.0,13.0,13.0,0
1587081600000,15.0,15.0,15.0,15.0,0
1587168000000,18.0,18.0,18.0,18.0,0
1587254400000,16.0,16.0,16.0,16.0,0
1587340800000,15.0,15.0,15.0,15.0,0
1587427200000,17.0,17.0,17.0,17.0,0
1587513600000,19.0,19.0,19.0,19.0,0
1587600000000,19.0,19.0,19.0,19.0,0
1587686400000,20.0,20.0,20.0,20.0,0
1587772800000,24.0,24.0,24.0,24.0,0
1587859200000,21.0,21.0,21.0,21.0,0
1587945600000,28.0,28.0,28.0,28.0,0
1588032000000,26.0,26.0,26.0,26.0,0
1588118400000,26.0,26.0,26.0,26.0,0
1588204800000,44.0,44.0,44.0,44.0,0
1588291200000,40.0,40.0,40.0,40.0,0
1588377600000,40.0,40.0,40.0,40.0,0
1588464000000,45.0,45.0,45.0,45.0,0
1588550400000,44.0,44.0,44.0,44.0,0
1588636800000,40.0,40.0,40.0,40.0,0
1588723200000,42.0,42.0,42.0,42.0,0
1588809600000,49.0,49.0,49.0,49.0,0
1588896000000,55.0,55.0,55.0,55.0,0
1588982400000,56.0,56.0,56.0,56.0,0
1589068800000,48.0,48.0,48.0,48.0,0
1589155200000,40.0,40.0,40.0,40.0,0
1589241600000,39.0,39.0,39.0,39.0,0
1589328000000,41.0,41.0,41.0,41.0,0
1589414400000,40.0,40.0,40.0,40.0,0
1589500800000,44.0,44.0,44.0,44.0,0
1589587200000,41.0,41.0,41.0,41.0,0
1589673600000,40.0,40.0,40.0,40.0,0
1589760000000,50.0,50.0,50.0,50.0,0
1589846400000,50.0,50.0,50.0,50.0,0
1589932800000,52.0,52.0,52.0,52.0,0
1590019200000,49.0,49.0,49.0,49.0,0
1590105600000,42.0,42.0,42.0,42.0,0
1590192000000,40.0,40.0,40.0,40.0,0
1590278400000,43.0,43.0,43.0,43.0,0
1590364800000,41.0,41.0,41.0,41.0,0
1590451200000,39.0,39.0,39.0,39.0,0
1590537600000,39.0,39.0,39.0,39.0,0
1590624000000,41.0,41.0,41.0,41.0,0
1590710400000,48.0,48.0,48.0,48.0,0
1590796800000,48.0,48.0,48.0,48.0,0
1590883200000,51.0,51.0,51.0,51.0,0
1590969600000,50.0,50.0,50.0,50.0,0
1591056000000,56.0,56.0,56.0,56.0,0
1591142400000,48.0,48.0,48.0,48.0,0
1591228800000,54.0,54.0,54.0,54.0,0
1591315200000,53.0,53.0,53.0,53.0,0
1591401600000,54.0,54.0,54.0,54.0,0
1591488000000,54.0,54.0,54.0,54.0,0
1591574400000,53.0,53.0,53.0,53.0,0
1591660800000,52.0,52.0,52.0,52.0,0
1591747200000,54.0,54.0,54.0,54.0,0
1591833600000,52.0,52.0,52.0,52.0,0
1591920000000,38.0,38.0,38.0,38.0,0
1592006400000,38.0,38.0,38.0,38.0,0
1592092800000,40.0,40.0,40.0,40.0,0
1592179200000,37.0,37.0,37.0,37.0,0
1592265600000,39.0,39.0,39.0,39.0,0
1592352000000,38.0,38.0,38.0,38.0,0
1592438400000,40.0,40.0,40.0,40.0,0
1592524800000,39.0,39.0,39.0,39.0,0
1592611200000,38.0,38.0,38.0,38.0,0
1592697600000,37.0,37.0,37.0,37.0,0
1592784000000,38.0,38.0,38.0,38.0,0
1592870400000,41.0,41.0,41.0,41.0,0
1592956800000,50.0,50.0,50.0,50.0,0
1593043200000,43.0,43.0,43.0,43.0,0
1593129600000,40.0,40.0,40.0,40.0,0
1593216000000,43.0,43.0,43.0,43.0,0
1593302400000,40.0,40.0,40.0,40.0,0
1593388800000,41.0,41.0,41.0,41.0,0
1593475200000,44.0,44.0,44.0,44.0,0
1593561600000,42.0,42.0,42.0,42.0,0
1593648000000,42.0,42.0,42.0,42.0,0
1593734400000,41.0,41.0,41.0,41.0,0
1593820800000,40.0,40.0,40.0,40.0,0
1593907200000,38.0,38.0,38.0,38.0,0
1593993600000,40.0,40.0,40.0,40.0,0
1594080000000,43.0,43.0,43.0,43.0,0
1594166400000,44.0,44.0,44.0,44.0,0
1594252800000,44.0,44.0,44.0,44.0,0
1594339200000,41.0,41.0,41.0,41.0,0
1594425600000,44.0,44.0,44.0,44.0,0
1594512000000,41.0,41.0,41.0,41.0,0
1594598400000,43.0,43.0,43.0,43.0,0
1594684800000,43.0,43.0,43.0,43.0,0
1594771200000,44.0,44.0,44.0,44.0,0
1594857600000,43.0,43.0,43.0,43.0,0
1594944000000,41.0,41.0,41.0,41.0,0
1595030400000,44.0,44.0,44.0,44.0,0
1595116800000,41.0,41.0,41.0,41.0,0
1595203200000,44.0,44.0,44.0,44.0,0
1595289600000,44.0,44.0,44.0,44.0,0
1595376000000,50.0,50.0,50.0,50.0,0
1595462400000,55.0,55.0,55.0,55.0,0
1595548800000,53.0,53.0,53.0,53.0,0
1595635200000,55.0,55.0,55.0,55.0,0
1595721600000,55.0,55.0,55.0,55.0,0
1595808000000,58.0,58.0,58.0,58.0,0
1595894400000,76.0,76.0,76.0,76.0,0
1595980800000,71.0,71.0,71.0,71.0,0
1596067200000,76.0,76.0,76.0,76.0,0
1596153600000,75.0,75.0,75.0,75.0,0
1596240000000,75.0,75.0,75.0,75.0,0
1596326400000,80.0,80.0,80.0,80.0,0
1596412800000,75.0,75.0,75.0,75.0,0
1596499200000,72.0,72.0,72.0,72.0,0
1596585600000,75.0,75.0,75.0,75.0,0
1596672000000,79.0,79.0,79.0,79.0,0
1596758400000,77.0,77.0,77.0,77.0,0
1596844800000,77.0,77.0,77.0,77.0,0
1596931200000,79.0,79.0,79.0,79.0,0
1597017600000,78.0,78.0,78.0,78.0,0
1597104000000,84.0,84.0,84.0,84.0,0
1597190400000,75.0,75.0,75.0,75.0,0
1597276800000,75.0,75.0,75.0,75.0,0
1597363200000,78.0,78.0,78.0,78.0,0
1597449600000,79.0,79.0,79.0,79.0,0
1597536000000,82.0,82.0,82.0,82.0,0
1597622400000,83.0,83.0,83.0,83.0,0
1597708800000,82.0,82.0,82.0,82.0,0
1597795200000,80.0,80.0,80.0,80.0,0
1597881600000,75.0,75.0,75.0,75.0,0
1597968000000,81.0,81.0,81.0,81.0,0
1598054400000,78.0,78.0,78.0,78.0,0
1598140800000,76.0,76.0,76.0,76.0,0
1598227200000,78.0,78.0,78.0,78.0,0
1598313600000,75.0,75.0,75.0,75.0,0
1598400000000,76.0,76.0,76.0,76.0,0
1598486400000,75.0,75.0,75.0,75.0,0
1598572800000,74.0,74.0,74.0,74.0,0
1598659200000,79.0,79.0,79.0,79.0,0
1598745600000,75.0,75.0,75.0,75.0,0
1598832000000,75.0,75.0,75.0,75.0,0
1598918400000,75.0,75.0,75.0,75.0,0
1599004800000,83.0,83.0,83.0,83.0,0
1599091200000,79.0,79.0,79.0,79.0,0
1599177600000,40.0,40.0,40.0,40.0,0
1599264000000,41.0,41.0,41.0,41.0,0
1599350400000,41.0,41.0,41.0,41.0,0
1599436800000,41.0,41.0,41.0,41.0,0
1599523200000,41.0,41.0,41.0,41.0,0
1599609600000,38.0,38.0,38.0,38.0,0
1599696000000,38.0,38.0,38.0,38.0,0
1599782400000,41.0,41.0,41.0,41.0,0
1599868800000,41.0,41.0,41.0,41.0,0
1599955200000,38.0,38.0,38.0,38.0,0
1600041600000,39.0,39.0,39.0,39.0,0
1600128000000,47.0,47.0,47.0,47.0,0
1600214400000,43.0,43.0,43.0,43.0,0
1600300800000,48.0,48.0,48.0,48.0,0
1600387200000,49.0,49.0,49.0,49.0,0
1600473600000,48.0,48.0,48.0,48.0,0
1600560000000,52.0,52.0,52.0,52.0,0
1600646400000,48.0,48.0,48.0,48.0,0
1600732800000,39.0,39.0,39.0,39.0,0
1600819200000,43.0,43.0,43.0,43.0,0
1600905600000,39.0,39.0,39.0,39.0,0
1600992000000,46.0,46.0,46.0,46.0,0
1601078400000,45.0,45.0,45.0,45.0,0
1601164800000,47.0,47.0,47.0,47.0,0
1601251200000,43.0,43.0,43.0,43.0,0
1601337600000,45.0,45.0,45.0,45.0,0
1601424000000,49.0,49.0,49.0,49.0,0
1601510400000,45.0,45.0,45.0,45.0,0
1601596800000,41.0,41.0,41.0,41.0,0
1601683200000,40.0,40.0,40.0,40.0,0
1601769600000,42.0,42.0,42.0,42.0,0
1601856000000,42.0,42.0,42.0,42.0,0
1601942400000,47.0,47.0,47.0,47.0,0
1602028800000,43.0,43.0,43.0,43.0,0
1602115200000,46.0,46.0,46.0,46.0,0
1602201600000,48.0,48.0,48.0,48.0,0
1602288000000,53.0,53.0,53.0,53.0,0
1602374400000,55.0,55.0,55.0,55.0,0
1602460800000,52.0,52.0,52.0,52.0,0
1602547200000,56.0,56.0,56.0,56.0,0
1602633600000,53.0,53.0,53.0,53.0,0
1602720000000,56.0,56.0,56.0,56.0,0
1602806400000,52.0,52.0,52.0,52.0,0
1602892800000,56.0,56.0,56.0,56.0,0
1602979200000,55.0,55.0,55.0,55.0,0
1603065600000,55.0,55.0,55.0,55.0,0
1603152000000,56.0,56.0,56.0,56.0,0
1603238400000,61.0,61.0,61.0,61.0,0
1603324800000,73.0,73.0,73.0,73.0,0
1603411200000,74.0,74.0,74.0,74.0,0
1603497600000,73.0,73.0,73.0,73.0,0
1603584000000,76.0,76.0,76.0,76.0,0
1603670400000,75.0,75.0,75.0,75.0,0
1603756800000,61.0,61.0,61.0,61.0,0
1603843200000,70.0,70.0,70.0,70.0,0
1603929600000,67.0,67.0,67.0,67.0,0
1604016000000,74.0,74.0,74.0,74.0,0
1604102400000,73.0,73.0,73.0,73.0,0
1604188800000,72.0,72.0,72.0,72.0,0
1604275200000,71.0,71.0,71.0,71.0,0
1604361600000,71.0,71.0,71.0,71.0,0
1604448000000,74.0,74.0,74.0,74.0,0
1604534400000,72.0,72.0,72.0,72.0,0
1604620800000,90.0,90.0,90.0,90.0,0
1604707200000,88.0,88.0,88.0,88.0,0
1604793600000,82.0,82.0,82.0,82.0,0
1604880000000,90.0,90.0,90.0,90.0,0
1604966400000,90.0,90.0,90.0,90.0,0
1605052800000,86.0,86.0,86.0,86.0,0
1605139200000,87.0,87.0,87.0,87.0,0
1605225600000,89.0,89.0,89.0,89.0,0
1605312000000,90.0,90.0,90.0,90.0,0
1605398400000,86.0,86.0,86.0,86.0,0
1605484800000,90.0,90.0,90.0,90.0,0
1605571200000,86.0,86.0,86.0,86.0,0
1605657600000,91.0,91.0,91.0,91.0,0
1605744000000,94.0,94.0,94.0,94.0,0
1605830400000,86.0,86.0,86.0,86.0,0
1605916800000,91.0,91.0,91.0,91.0,0
1606003200000,94.0,94.0,94.0,94.0,0
1606089600000,90.0,90.0,90.0,90.0,0
1606176000000,88.0,88.0,88.0,88.0,0
1606262400000,94.0,94.0,94.0,94.0,0
1606348800000,93.0,93.0,93.0,93.0,0
1606435200000,86.0,86.0,86.0,86.0,0
1606521600000,87.0,87.0,87.0,87.0,0
1606608000000,89.0,89.0,89.0,89.0,0
1606694400000,88.0,88.0,88.0,88.0,0
1606780800000,95.0,95.0,95.0,95.0,0
1606867200000,92.0,92.0,92.0,92.0,0
1606953600000,92.0,92.0,92.0,92.0,0
1607040000000,92.0,92.0,92.0,92.0,0
1607126400000,93.0,93.0,93.0,93.0,0
1607212800000,95.0,95.0,95.0,95.0,0
1607299200000,94.0,94.0,94.0,94.0,0
1607385600000,95.0,95.0,95.0,95.0,0
1607472000000,86.0,86.0,86.0,86.0,0
1607558400000,94.0,94.0,94.0,94.0,0
1607644800000,89.0,89.0,89.0,89.0,0
1607731200000,90.0,90.0,90.0,90.0,0
1607817600000,91.0,91.0,91.0,91.0,0
1607904000000,95.0,95.0,95.0,95.0,0
1607990400000,91.0,91.0,91.0,91.0,0
1608076800000,92.0,92.0,92.0,92.0,0
1608163200000,92.0,92.0,92.0,92.0,0
1608249600000,95.0,95.0,95.0,95.0,0
1608336000000,93.0,93.0,93.0,93.0,0
1608422400000,92.0,92.0,92.0,92.0,0
1608508800000,92.0,92.0,92.0,92.0,0
1608595200000,88.0,88.0,88.0,88.0,0
1608681600000,93.0,93.0,93.0,93.0,0
1608768000000,86.0,86.0,86.0,86.0,0
1608854400000,94.0,94.0,94.0,94.0,0
1608940800000,93.0,93.0,93.0,93.0,0
1609027200000,91.0,91.0,91.0,91.0,0
1609113600000,92.0,92.0,92.0,92.0,0
1609200000000,91.0,91.0,91.0,91.0,0
1609286400000,91.0,91.0,91.0,91.0,0
1609372800000,95.0,95.0,95.0,95.0,0
1609459200000,94.0,94.0,94.0,94.0,0
1609545600000,94.0,94.0,94.0,94.0,0
1609632000000,93.0,93.0,93.0,93.0,0
1609718400000,94.0,94.0,94.0,94.0,0
1609804800000,93.0,93.0,93.0,93.0,0
1609891200000,95.0,95.0,95.0,95.0,0
1609977600000,91.0,91.0,91.0,91.0,0
1610064000000,93.0,93.0,93.0,93.0,0
1610150400000,93.0,93.0,93.0,93.0,0
1610236800000,94.0,94.0,94.0,94.0,0
1610323200000,90.0,90.0,90.0,90.0,0
1610409600000,84.0,84.0,84.0,84.0,0
1610496000000,78.0,78.0,78.0,78.0,0
1610582400000,83.0,83.0,83.0,83.0,0
1610668800000,88.0,88.0,88.0,88.0,0
1610755200000,84.0,84.0,84.0,84.0,0
1610841600000,79.0,79.0,79.0,79.0,0
1610928000000,79.0,79.0,79.0,79.0,0
1611014400000,80.0,80.0,80.0,80.0,0
1611100800000,78.0,78.0,78.0,78.0,0
1611187200000,75.0,75.0,75.0,75.0,0
1611273600000,40.0,40.0,40.0,40.0,0
1611360000000,74.0,74.0,74.0,74.0,0
1611446400000,70.0,70.0,70.0,70.0,0
1611532800000,74.0,74.0,74.0,74.0,0
1611619200000,71.0,71.0,71.0,71.0,0
1611705600000,78.0,78.0,78.0,78.0,0
1611792000000,55.0,55.0,55.0,55.0,0
1611878400000,77.0,77.0,77.0,77.0,0
1611964800000,76.0,76.0,76.0,76.0,0
1612051200000,78.0,78.0,78.0,78.0,0
1612137600000,77.0,77.0,77.0,77.0,0
1612224000000,76.0,76.0,76.0,76.0,0
1612310400000,78.0,78.0,78.0,78.0,0
1612396800000,80.0,80.0,80.0,80.0,0
1612483200000,81.0,81.0,81.0,81.0,0
1612569600000,84.0,84.0,84.0,84.0,0
1612656000000,86.0,86.0,86.0,86.0,0
1612742400000,83.0,83.0,83.0,83.0,0
1612828800000,95.0,95.0,95.0,95.0,0
1612915200000,92.0,92.0,92.0,92.0,0
1613001600000,93.0,93.0,93.0,93.0,0
1613088000000,92.0,92.0,92.0,92.0,0
1613174400000,92.0,92.0,92.0,92.0,0
1613260800000,95.0,95.0,95.0,95.0,0
1613347200000,93.0,93.0,93.0,93.0,0
1613433600000,95.0,95.0,95.0,95.0,0
1613520000000,95.0,95.0,95.0,95.0,0
1613606400000,91.0,91.0,91.0,91.0,0
1613692800000,93.0,93.0,93.0,93.0,0
1613779200000,91.0,91.0,91.0,91.0,0
1613865600000,91.0,91.0,91.0,91.0,0
1613952000000,94.0,94.0,94.0,94.0,0
1614038400000,94.0,94.0,94.0,94.0,0
1614124800000,76.0,76.0,76.0,76.0,0
1614211200000,79.0,79.0,79.0,79.0,0
1614297600000,55.0,55.0,55.0,55.0,0
1614384000000,56.0,56.0,56.0,56.0,0
1614470400000,55.0,55.0,55.0,55.0,0
1614556800000,38.0,38.0,38.0,38.0,0
1614643200000,78.0,78.0,78.0,78.0,0
1614729600000,78.0,78.0,78.0,78.0,0
1614816000000,84.0,84.0,84.0,84.0,0
1614902400000,77.0,77.0,77.0,77.0,0
1614988800000,77.0,77.0,77.0,77.0,0
1615075200000,76.0,76.0,76.0,76.0,0
1615161600000,81.0,81.0,81.0,81.0,0
1615248000000,81.0,81.0,81.0,81.0,0
1615334400000,68.0,68.0,68.0,68.0,0
1615420800000,73.0,73.0,73.0,73.0,0
1615507200000,70.0,70.0,70.0,70.0,0
1615593600000,74.0,74.0,74.0,74.0,0
1615680000000,78.0,78.0,78.0,78.0,0
1615766400000,76.0,76.0,76.0,76.0,0
1615852800000,71.0,71.0,71.0,71.0,0
1615939200000,71.0,71.0,71.0,71.0,0
1616025600000,72.0,72.0,72.0,72.0,0
1616112000000,71.0,71.0,71.0,71.0,0
1616198400000,75.0,75.0,75.0,75.0,0
1616284800000,73.0,73.0,73.0,73.0,0
1616371200000,70.0,70.0,70.0,70.0,0
1616457600000,66.0,66.0,66.0,66.0,0
1616544000000,65.0,65.0,65.0,65.0,0
1616630400000,60.0,60.0,60.0,60.0,0
1616716800000,54.0,54.0,54.0,54.0,0
1616803200000,65.0,65.0,65.0,65.0,0
1616889600000,74.0,74.0,74.0,74.0,0
1616976000000,72.0,72.0,72.0,72.0,0
1617062400000,72.0,72.0,72.0,72.0,0
1617148800000,76.0,76.0,76.0,76.0,0
1617235200000,74.0,74.0,74.0,74.0,0
1617321600000,74.0,74.0,74.0,74.0,0
1617408000000,73.0,73.0,73.0,73.0,0
1617494400000,74.0,74.0,74.0,74.0,0
1617580800000,71.0,71.0,71.0,71.0,0
1617667200000,75.0,75.0,75.0,75.0,0
1617753600000,72.0,72.0,72.0,72.0,0
1617840000000,73.0,73.0,73.0,73.0,0
1617926400000,70.0,70.0,70.0,70.0,0
1618012800000,70.0,70.0,70.0,70.0,0
1618099200000,76.0,76.0,76.0,76.0,0
